dataset,query_id,level,predicted_variance_ratio,predicted_relative_variance,empirical_relative_variance,mean_relative_error,ordering_spearman
amazon,11,0.0,0.0694453515646815,0.000542692555164,0.0005451921497275,0.0189431657377981,0.9999999723638131
amazon,11,0.25,0.4561013944823367,0.00356428221052262,0.00351643069697996,0.047146072795478555,0.7750275175817971
amazon,11,0.5,0.77817175038053,0.0060811559889234,0.00615167898827676,0.0624833509149648,0.5024733936063223
amazon,11,0.75,0.9569161506794843,0.0074779846194063,0.00764433291240246,0.06985096488754962,0.23975216972856436
amazon,11,1.0,0.9995174203498924,0.007810899513920599,0.00771091420829646,0.07017546066841238,0.026481620899221636
amazon,12,0.0,0.3209290762721267,0.0035754434396845004,0.0038385151489291,0.049480978579158,0.9999999723638131
amazon,12,0.25,0.6518827145074175,0.00726256966836174,0.007393090426821359,0.06845290901513706,0.7546136094863979
amazon,12,0.5,0.8224690039781661,0.0091630569556873,0.00902014355642852,0.07573194011595678,0.5137340344019865
amazon,12,0.75,0.9606282709170273,0.01070227755341626,0.01039624630431582,0.08181115067159137,0.2518648710207634
amazon,12,1.0,1.0018002108460309,0.01116097062114384,0.01102853370832554,0.08393646763871268,0.014704124447592878
amazon,13,0.0,0.1470908236055124,0.0013977900728619,0.0013795213130414,0.0297275524845394,0.9999999723638131
amazon,13,0.25,0.5055729354133918,0.00480441140314626,0.00472104087888324,0.0547523132501768,0.760956707682607
amazon,13,0.5,0.7868854854814037,0.00747769774567922,0.007214604739016681,0.06785022284403476,0.5077980798837809
amazon,13,0.75,0.9358003726689212,0.00889282172085196,0.00884442228852304,0.07497951816440065,0.26213790134940596
amazon,13,1.0,1.0009301767252299,0.0095117440392252,0.00968380862537784,0.07866000456739522,-0.00547676637265602
amazon,14,0.0,0.0897020470556947,0.0008564034755110999,0.0008732547354203,0.0237193186302165,0.9999999815758756
amazon,14,0.25,0.4608522839499735,0.0043998493972711005,0.00444880490635462,0.05317882431666594,0.7655910238991664
amazon,14,0.5,0.788594805251529,0.00752887313227186,0.00753872624195494,0.06976363679134376,0.4757358093293245
amazon,14,0.75,0.9446028379641417,0.009018313181948501,0.00929716135606712,0.07634710971653921,0.21849729781655886
amazon,14,1.0,1.0027337829037006,0.009573300999005479,0.00977360501534788,0.07850239277292244,0.01896868272833942
amazon,15,0.0,0.2316097128271264,0.0029413681813454,0.0030411868544085,0.0445549847066277,0.9999999723638131
amazon,15,0.25,0.5730980304569366,0.0072781589813375,0.0074879322385392,0.06887950496591047,0.7592506079385412
amazon,15,0.5,0.815243156383417,0.0103533234896569,0.01013296840751442,0.08125139905058573,0.4809157784895122
amazon,15,0.75,0.9624706375985668,0.012223064716740539,0.0121498870399635,0.08796412490745606,0.2393214542253773
amazon,15,1.0,1.0030623838447643,0.01273856671955562,0.012374218794322382,0.0886435540788766,-0.01900227008246866
amazon,16,0.0,0.2723328033570126,0.0034187995662233,0.0035256495737231,0.0473891767584288,0.9999999723638131
amazon,16,0.25,0.5965403465637359,0.007488821959480241,0.00775489363774654,0.07039479322469641,0.7537340233475118
amazon,16,0.5,0.8394205739210829,0.010537881072806999,0.010568357505864259,0.08179700903696432,0.46286182021600925
amazon,16,0.75,0.9470358165215378,0.01188885657111724,0.011814193169155319,0.08659921433279463,0.2732761801630674
amazon,16,1.0,1.0006086444414772,0.01256139678146398,0.012481059881321,0.08914205623746686,0.006844890287791739
amazon,17,0.0,0.0856222187094136,0.0006282634573474,0.0006059433079315,0.019666719764553,0.9999999723638131
amazon,17,0.25,0.4844602657646801,0.00355478620041086,0.00342762725557412,0.0465981520326572,0.7512936927542296
amazon,17,0.5,0.7644606239075266,0.0056093229283409405,0.00564429687142786,0.05977689628035424,0.5038926555220673
amazon,17,0.75,0.9505968384617225,0.00697512007137306,0.007115999812069821,0.06721020761132546,0.22964606565482915
amazon,17,1.0,0.9990541591403794,0.00733068156326442,0.0073219430245296,0.068491251863287,0.02010574618511224
amazon,18,0.0,0.3873655565393594,0.0072542538888203,0.0073451362271321,0.0701895618333094,0.9999999723638131
amazon,18,0.25,0.679131698182897,0.0127182029465334,0.012646721392962978,0.0901452318601973,0.760225144646652
amazon,18,0.5,0.8748888520444424,0.016384177039199598,0.01609736423030604,0.10135604995805281,0.49722139418576095
amazon,18,0.75,0.9610490598114587,0.01799771239799432,0.018409499977622416,0.10813777912564167,0.27839166050418085
amazon,18,1.0,0.9992062962887605,0.018712288788252117,0.01907428932903246,0.11020327631886691,-0.005845433108566681
amazon,19,0.0,0.2982551785231371,0.0035031899613265,0.0033381326895718004,0.045689909023955,0.9999999723638131
amazon,19,0.25,0.5917946383303498,0.006950990914663819,0.0065735843187781,0.06436922012966778,0.7508412257293826
amazon,19,0.5,0.8015440516350498,0.009414626391913919,0.009572867412636622,0.0783404886387966,0.48446630630614057
amazon,19,0.75,0.9466530100623934,0.0111190200892116,0.011196754900577841,0.08474144804163439,0.24168463932357676
amazon,19,1.0,0.9986162517940684,0.011729360227122279,0.01176335839554234,0.0868264777062638,-0.0015837561861877195
amazon,20,0.0,0.3043384042728165,0.0046106530005256,0.0047888378755304,0.05568345580206831,0.9999999723638131
amazon,20,0.25,0.6103485982115858,0.00924663320895982,0.00947716015253818,0.07800430414603629,0.7565048606295572
amazon,20,0.5,0.845114642080579,0.01280328182572724,0.01269764468028208,0.09058608053994079,0.4939669494232445
amazon,20,0.75,0.9646810462146641,0.01461468384480566,0.01404378262247202,0.09449267625318208,0.25085718194260753
amazon,20,1.0,1.004123030433392,0.015212220338168301,0.015089468643759759,0.09785451251619301,0.011812940782790379
amazon,21,0.0,0.2816137696355366,0.0046283902376505,0.004933496954325,0.05586761888815099,0.9999999723638131
amazon,21,0.25,0.5809608260255728,0.00954823132091196,0.00994843189051522,0.0800860629106845,0.7603572124575644
amazon,21,0.5,0.8239122373108747,0.013541196372555561,0.01333600697214796,0.09288878028483752,0.5008229899913248
amazon,21,0.75,0.9330388739539373,0.015334718970403161,0.01533879898593398,0.09892202796491276,0.26632608812304925
amazon,21,1.0,1.0035083942969565,0.01649290253660326,0.016768748606109617,0.10373652776317381,0.004248780035065719
amazon,22,0.0,0.1034459706095647,0.0008341182750929001,0.0008370305120588,0.0233031971390294,0.9999999815758756
amazon,22,0.25,0.5065897041411063,0.004084796417956981,0.004169784913326599,0.05135196197651294,0.7424672183697071
amazon,22,0.5,0.7786232569613418,0.0062782908238652405,0.0063369683798376,0.06358968922790464,0.4999226057799464
amazon,22,0.75,0.9546346346400248,0.00769752741549818,0.00777860674297428,0.07006059643062654,0.25391857270223117
amazon,22,1.0,0.9982944848175354,0.00804957089004136,0.00810069598720564,0.07195720005492659,0.007726709359416559
amazon,23,0.0,0.1244963483053005,0.001421923445601,0.0014276963927265,0.0302399330271803,0.9999999815758756
amazon,23,0.25,0.5119323977101983,0.0058469881950418395,0.00606403233268996,0.06196460956042538,0.7508977771901711
amazon,23,0.5,0.776675628668885,0.00887072834717216,0.008728482711112399,0.07426598644142332,0.5088492673177052
amazon,23,0.75,0.9395427254034425,0.01073089972180508,0.011387655040421241,0.08521005124369582,0.26788133235088535
amazon,23,1.0,1.0002965901293999,0.01142479432868038,0.01103079831663972,0.08435556979515918,-0.013147131023880359
amazon,24,0.0,0.23580311026126083,0.003006147129063,0.0030293332838729,0.0441365852207964,0.9999999723638131
amazon,24,0.25,0.5738384739135632,0.00731560698665044,0.007255433508315881,0.0680531608059332,0.739780571438047
amazon,24,0.5,0.8109312631294078,0.01033819564900136,0.01042919273768738,0.08134868746981165,0.5001991012251354
amazon,24,0.75,0.9599112563096346,0.01223747415423552,0.0121613183466625,0.08872864463405263,0.2380095202058528
amazon,24,1.0,1.003588014184309,0.01279428937243286,0.012501900980721858,0.08940353373682094,0.0117264726805927
amazon,25,0.0,0.198390301257156,0.0019370527133485,0.0020033324967322,0.0356122099887126,0.9999999723638131
amazon,25,0.25,0.5349802415861841,0.0052234656734008,0.0055054052248396605,0.059530540812282685,0.7587580537030998
amazon,25,0.5,0.7678478911683685,0.007497149969537781,0.00751466340537226,0.06937030293535647,0.5242573933133787
amazon,25,0.75,0.9400002855023255,0.009178019752188099,0.00919200162147306,0.07680137553947158,0.28000017871401
amazon,25,1.0,0.9991299896158594,0.009755353185661519,0.00993340496774508,0.07912814253204324,-0.0034238214260134403
amazon,26,0.0,0.3681520358485877,0.0047633513923981,0.0046250963449282,0.0543221988141125,0.9999999723638131
amazon,26,0.25,0.6383793766546354,0.00825969978858604,0.00820797376702392,0.0719885931198678,0.7578378534236518
amazon,26,0.5,0.8561900258331437,0.01107785250272802,0.01081371524995528,0.08263563262248412,0.48211531060886453
amazon,26,0.75,0.9564607404865655,0.0123752095773948,0.0126888414453903,0.08965396901109138,0.2566093852951995
amazon,26,1.0,1.0008967144430376,0.012950146391013781,0.0131875970298242,0.09161814064748422,-0.01119353276373616
amazon,27,0.0,0.1670319755810754,0.0018737077917439,0.0018320117099346,0.0337958941597228,0.9999999723638131
amazon,27,0.25,0.501178414795594,0.00562204869809846,0.00579915648552936,0.060421373022945826,0.7558669032017217
amazon,27,0.5,0.80177637194141,0.00899405416308236,0.0090943560595058,0.07588871783024606,0.4918922050522177
amazon,27,0.75,0.9536545013826612,0.01069777127197474,0.01069632532070584,0.0822073200910005,0.24469989841398232
amazon,27,1.0,1.0016856601778266,0.01123656844639548,0.011386478209855999,0.0855207045893541,0.01826311262229876
amazon,28,0.0,0.20377748078354424,0.0019533165423785,0.0018736757443590002,0.0347244420239354,0.9999999723638131
amazon,28,0.25,0.5488154374388009,0.00526069057552346,0.0052538852994971404,0.057734623917015684,0.7467560408674726
amazon,28,0.5,0.8130606478879547,0.0077936227662148,0.007608208399100961,0.06981629521433771,0.4925505579861328
amazon,28,0.75,0.9585607155457379,0.009188319020091,0.00905228664079718,0.07601103076908472,0.2257663171533438
amazon,28,1.0,1.002065306675094,0.009605333879611499,0.00946736895268,0.07787949869638502,-0.0066939414338529
amazon,29,0.0,0.1904112323445586,0.0029364998358801,0.0028047901811775,0.0424195614501167,0.9999999723638131
amazon,29,0.25,0.5011856426836244,0.00772922657641732,0.007661712994657061,0.07010224259932046,0.7518087170521957
amazon,29,0.5,0.7637682350387885,0.0117787447159808,0.011864364368137561,0.08767001725356857,0.4894282547310276
amazon,29,0.75,0.9465633882353777,0.014597790266771321,0.01401088981085818,0.09463135141347065,0.2558331474415916
amazon,29,1.0,1.000937773096381,0.015436345693645982,0.01558932132215184,0.10017090582927776,-0.0037213636708041792
amazon,30,0.0,0.2531206776767218,0.0029639375796216,0.0027177736060951,0.041766406945902,0.9999999723638131
amazon,30,0.25,0.5978146950367186,0.007000160779169361,0.00683352516013362,0.06598090384339887,0.7553698903280949
amazon,30,0.5,0.8102364556907876,0.009487531012651821,0.0092022885347506,0.07638398566321945,0.5223170234536807
amazon,30,0.75,0.9614626063323014,0.0112583261725809,0.01121634251289232,0.08454437331595566,0.26650926077114645
amazon,30,1.0,1.001545343853279,0.01172767831371364,0.011451415941382739,0.08558892045056626,0.02496556231695346
amazon,31,0.0,0.3726382523100285,0.0057054081505457,0.0053383128759939,0.05922092727970331,0.9999999723638131
amazon,31,0.25,0.6267779668493156,0.009596503038741561,0.00930470279347192,0.07712703868448846,0.7569731171293006
amazon,31,0.5,0.830101653975157,0.012709561385638399,0.01247659633905204,0.08936963680402597,0.5148447806642498
amazon,31,0.75,0.9707672509414639,0.014863271152303039,0.014890889189113498,0.09705889862399211,0.2462082114942127
amazon,31,1.0,0.9972920022317705,0.01526938762388042,0.015062025605797719,0.09827772728823136,-0.00304246415298656
amazon,32,0.0,0.1372583913335419,0.001274475695483,0.0013056245810474,0.0288828024318764,0.9999999723638131
amazon,32,0.25,0.5399263738660262,0.00501334041698302,0.00528989695078084,0.057895160527672886,0.7468221024091158
amazon,32,0.5,0.7541813237810933,0.0070027468470797395,0.00657884764288322,0.0645473556130022,0.515986394705091
amazon,32,0.75,0.9366179014625361,0.00869671238144982,0.00860812446690206,0.07391663275593016,0.2608484373924061
amazon,32,1.0,1.0009899073968085,0.009294421244533859,0.009104694182413539,0.07600886753945796,-0.02140009253516644
amazon,33,0.0,0.1743564851920219,0.0023223960160037,0.0023360076999661,0.0386214273140518,0.9999999723638131
amazon,33,0.25,0.5359363714535368,0.00713857297894276,0.00716099154105318,0.06735302469127456,0.7482164033206724
amazon,33,0.5,0.807663903107343,0.010757933258294241,0.0111290509378544,0.0844923120971966,0.4989541831169154
amazon,33,0.75,0.9493341029873706,0.01264495402167726,0.01274198243170858,0.09058192377431891,0.23709548095371566
amazon,33,1.0,0.9968020664985989,0.013277218483907541,0.0138498800671579,0.09423143952645077,-0.002678429242033839
amazon,34,0.0,0.2671320244868198,0.0039869992943963,0.0037402507835924996,0.0493820251302937,0.9999999723638131
amazon,34,0.25,0.6002021394842978,0.0089581378766406,0.00887605496644258,0.07533853444417866,0.7491215842536378
amazon,34,0.5,0.8073346917814375,0.01204963295830184,0.01270879302480828,0.09051828206325588,0.5147341364255772
amazon,34,0.75,0.9492463564097232,0.01416769314905034,0.01431425978972252,0.09472151215718441,0.2440183495070281
amazon,34,1.0,1.001556895376629,0.014948438484062878,0.015160041041533378,0.09838414449195042,0.01612157342946424
amazon,35,0.0,0.1633359802922519,0.0017441828151131,0.0017431974402311,0.0334869016594972,0.9999999723638131
amazon,35,0.25,0.5345789652854085,0.00570850000657196,0.00570827341085188,0.06034797606259804,0.7613112246907227
amazon,35,0.5,0.7768799703748788,0.00829591062121736,0.00812641848584606,0.07200525999218274,0.523764227396996
amazon,35,0.75,0.9481786213299838,0.010125122793044821,0.01015532547686686,0.08008264969001488,0.2592501998441781
amazon,35,1.0,0.9999171765303949,0.010677612812071061,0.01038541201675656,0.0812080483150303,-0.02500467673376198
amazon,36,0.0,0.0899810284686725,0.0007605366162682,0.0007607944199686,0.0223214360385121,0.9999999723638131
amazon,36,0.25,0.4710674960723719,0.00398155128468612,0.00410919838768558,0.05115292009591558,0.7417751266485852
amazon,36,0.5,0.7633104619011281,0.00645164392690316,0.0065773939122479004,0.06452724209032909,0.4965352355627985
amazon,36,0.75,0.9322504131236885,0.007879556243998501,0.0076980516133636,0.06980213717352099,0.24986208391129433
amazon,36,1.0,1.001092873653106,0.00846142569890088,0.008481553186979419,0.07368393127594688,-0.014102971051324308
amazon,37,0.0,0.1751472408533212,0.0018431106427788003,0.0018753466281585002,0.0349852522207972,0.9999999723638131
amazon,37,0.25,0.5594053757305358,0.0058867384756584,0.00596524097381226,0.061554860296833956,0.7501303529855031
amazon,37,0.5,0.7694735033054574,0.00809732883240984,0.0077199207088679,0.07055305664619478,0.49636214459575534
amazon,37,0.75,0.9568210421973642,0.01006882573494614,0.00990812854451258,0.07981575001887974,0.23409426473118172
amazon,37,1.0,0.998214594336156,0.0105044186459034,0.01060409909886686,0.08243848127163977,0.006705721819207283
amazon,38,0.0,0.1416117015356744,0.0013470898698833,0.0013281402378305,0.0293706682091542,0.9999999723638131
amazon,38,0.25,0.5015953660013401,0.0047714562355611004,0.00474482212787218,0.05528617416922221,0.7489962412482531
amazon,38,0.5,0.7417491995904749,0.00705593409249914,0.0069490987264662005,0.06663049938249614,0.5070757252253675
amazon,38,0.75,0.9387826800687247,0.00893022698427146,0.00899206043997186,0.07558084707776107,0.2570487232887616
amazon,38,1.0,1.001829519551569,0.00952996385540924,0.00977993747535362,0.07891831102562234,0.0227175279983363
amazon,39,0.0,0.180992634192461,0.0024659523017762,0.0023458655349296,0.0385301958976424,0.9999999815758756
amazon,39,0.25,0.550811965751811,0.00750459288496364,0.00741926059653498,0.06849563375145709,0.7459839047216297
amazon,39,0.5,0.8225007404540282,0.0112062438517719,0.0112046526801564,0.08490057034241802,0.505168267253276
amazon,39,0.75,0.9524162280387947,0.01297629044552098,0.01235756522733702,0.08898635720785678,0.2666453683786713
amazon,39,1.0,0.9991090747459328,0.01361246181971904,0.01359195607172608,0.09288929681436373,-0.008142755570658421
amazon,40,0.0,0.257623873020709,0.0033725777631779,0.0034571615785793,0.0462023128841671,0.9999999723638131
amazon,40,0.25,0.5576669187383325,0.00730046880882676,0.00725015743393848,0.06811334164844686,0.7561519870533678
amazon,40,0.5,0.8318866345791192,0.01089030427331902,0.01072184300328642,0.08225440944768586,0.479383141879809
amazon,40,0.75,0.9403449807565103,0.01231014243606382,0.012751777605560118,0.08952165785101203,0.2875409039750741
amazon,40,1.0,0.997920341727004,0.013063866770067661,0.01314188240362402,0.09186762350794057,-0.03365504649443026
amazon,41,0.0,0.1871323764674868,0.0020324186063074,0.0020407069576862,0.035593965113783,0.9999999723638131
amazon,41,0.25,0.49469340364432235,0.00537279596916218,0.005428454520802819,0.05869636414142476,0.764716065583436
amazon,41,0.5,0.7576550808422192,0.008228786020545201,0.0082117478420153,0.07194186796470196,0.5343579848889937
amazon,41,0.75,0.9457732915579043,0.0102719116349428,0.0100304033700481,0.08030097903989027,0.2739057398748496
amazon,41,1.0,0.9974908935638579,0.010833609287560182,0.01092024681794064,0.08338576750347917,0.01876466151543496
amazon,42,0.0,0.337216507875004,0.0030088101087744,0.0029876489196268,0.0436851550044467,0.9999999723638131
amazon,42,0.25,0.6710728632906964,0.0059876392989089795,0.00608351852851166,0.06248317120827048,0.7480095740964179
amazon,42,0.5,0.8303857369390562,0.0074091064379636805,0.007193164959774239,0.06782727180583745,0.5205153983076982
amazon,42,0.75,0.969958481734929,0.0086544425221831,0.00840646069324542,0.07312460109954354,0.25409001152198707
amazon,42,1.0,1.000792468935448,0.00892955839052348,0.00902257742769648,0.07583031698027012,-0.02069133488080626
amazon,43,0.0,0.1203168211662385,0.0009358583273952999,0.0009004907428565,0.0240935129576951,0.9999999723638131
amazon,43,0.25,0.495992594098694,0.00385797093884612,0.0037712509272637405,0.0492077947278313,0.7483994248909467
amazon,43,0.5,0.7636904937124228,0.0059402010555612,0.00599747510335952,0.06218075903669388,0.5066499068545346
amazon,43,0.75,0.9217509902235269,0.007169640384645399,0.007139862122311219,0.06772754052001462,0.2752239712602079
amazon,43,1.0,0.9986816035469713,0.0077680284937436395,0.008077338349687279,0.07129778056177152,-0.005850496058043381
amazon,44,0.0,0.1742231110582596,0.0022054887660174,0.0021854715091118,0.037622013186059,0.9999999723638131
amazon,44,0.25,0.5381024375943425,0.006811833825444901,0.0071580753707138,0.06775801627761958,0.7453896119718124
amazon,44,0.5,0.8532259203306254,0.01080097910509006,0.01088342958053708,0.08358691317566302,0.47820206336378934
amazon,44,0.75,0.9571383913447644,0.0121164061232321,0.01215178591302808,0.087724565164807,0.2641684646693227
amazon,44,1.0,1.0000814066255141,0.012660021360070179,0.01249046126296224,0.0890297757449304,0.04023765462734558
amazon,45,0.0,0.3320544622158326,0.0032233163782601,0.003007692891015,0.0439522599237454,0.9999999723638131
amazon,45,0.25,0.6195057891165316,0.0060136615637116,0.0058171470819324,0.06073823601803026,0.7572912980786175
amazon,45,0.5,0.8297338440912894,0.00805438563122754,0.0078874477486277,0.07108129857161535,0.49869250527333014
amazon,45,0.75,0.9493789148771661,0.00921580329045338,0.009386149027025639,0.07756019087102808,0.2588448617303985
amazon,45,1.0,1.0000172253246755,0.0097073590862818,0.00977696153249066,0.07881722025154758,-0.012380639653368502
amazon,46,0.0,0.2998206957210499,0.0042763236548048,0.0041689237072899,0.05221520542550699,0.9999999723638131
amazon,46,0.25,0.6303692248707924,0.00899091645789522,0.00895741970202516,0.07599520659074595,0.7213081128560551
amazon,46,0.5,0.8445567397861161,0.01204585946105754,0.01185162310329606,0.08669201071603182,0.47378715668082966
amazon,46,0.75,0.9603455448039953,0.01369734787705476,0.01373729135140768,0.09373999588943718,0.2187008458745967
amazon,46,1.0,0.9940194794987598,0.0141776370817051,0.01406967761179854,0.09485527806131722,-0.01915157550448132
amazon,47,0.0,0.1010850352304978,0.0010472551680442,0.0010328544188419,0.026083891917813,0.9999999723638131
amazon,47,0.25,0.4664556478639489,0.004832546051698699,0.00505320610055602,0.056765449790454704,0.7794164388792332
amazon,47,0.5,0.7745320359665107,0.008024260719029461,0.00789735432294968,0.07059572176216572,0.5081674393667814
amazon,47,0.75,0.9328995807251002,0.00966497073432244,0.00976527704376028,0.07878391608654625,0.2494738360156173
amazon,47,1.0,1.0002767785701792,0.01036300797089958,0.0101930512272128,0.08055038726654572,0.0081727280117859
amazon,48,0.0,0.2811828001667184,0.0033854029978206994,0.0032266942602555,0.0450530653568281,0.9999999723638131
amazon,48,0.25,0.6053561480165468,0.007288406392671559,0.00699075108343678,0.06637159364876352,0.7561775671081474
amazon,48,0.5,0.8225118637033877,0.009902931927107662,0.00991429104064444,0.0790955685616144,0.5054205018593398
amazon,48,0.75,0.9479217529089234,0.011412850082204839,0.011403187727030719,0.08543330540016786,0.2668897815889104
amazon,48,1.0,1.0029290518435559,0.0120751305439006,0.01217811359909278,0.08771805424486437,-0.018141450757035778
amazon,49,0.0,0.2797907490815963,0.002680225887392,0.0028138540174824,0.0426120805798525,0.9999999723638131
amazon,49,0.25,0.6153342865970244,0.00589452971462002,0.00603140389468112,0.06176502176940808,0.728685968854478
amazon,49,0.5,0.8448328067697384,0.0080929865145827,0.00805604540437824,0.07200098859541501,0.48312805158202227
amazon,49,0.75,0.9601784280829516,0.00919792769385964,0.009146166619043999,0.07565811682594317,0.22115796821516068
amazon,49,1.0,1.0026250528056742,0.00960454064581638,0.0096077390665466,0.07833794595724072,-0.01611431800914432
amazon,50,0.0,0.277143067292693,0.0055302563663306,0.0056792174314043,0.0608796417527098,0.9999999723638131
amazon,50,0.25,0.5497476695010485,0.010969949848764479,0.01079308118872568,0.08291531670803629,0.7728132215203913
